	key	phon	lemma	form	stress_syl
239008	răceli|răceală|Ncfp-n|1	r @ tS e l i_0	răceală	răceli	1
239019	răchite|răchită|Ncfp-n|1	r @ k_j i t e	răchită	răchite	1
239021	răchitei|răchită|Ncfp-n|1	r @ k_j i t e j	răchită	răchitei	1
239030	răchitișuri|răchitiș|Ncfp-n|2	r @ k_j i t i S u r i_0	răchitiș	răchitișuri	2
239034	răchiți|răchită|Ncfp-n|1	r @ k_j i ts i_0	răchită	răchiți	1
239047	răciri|răcire|Ncfp-n|1	r @ tS i r i_0	răcire	răciri	1
239093	răcnete|răcnet|Ncfp-n|0	r @ k n e t e	răcnet	răcnete	0
239136	răcori|răcoare|Ncfp-n|1	r @ k o r i_0	răcoare	răcori	1
239164	răcoritoare|=|Ncfp-n|3	r @ k o r i t o_X a r e	=	răcoritoare	3
239207	răcuște|răcușcă|Ncfp-n|1	r @ k u S t e	răcușcă	răcuște	1
239212	răcuști|răcușcă|Ncfp-n|1	r @ k u S t i_0	răcușcă	răcuști	1
239223	rădvane|rădvan|Ncfp-n|1	r @ d v a n e	rădvan	rădvane	1
239230	rădăcini|rădăcină|Ncfp-n|2	r @ d @ tS i n i_0	rădăcină	rădăcini	2
239238	răftulețe|răftuleț|Ncfp-n|2	r @ f t u l e ts e	răftuleț	răftulețe	2
239255	răfuieli|răfuială|Ncfp-n|2	r @ f u j e l i_0	răfuială	răfuieli	2
239290	răgazuri|răgaz|Ncfp-n|1	r @ g a z u r i_0	răgaz	răgazuri	1
239337	rămășaguri|rămășag|Ncfp-n|2	r @ m @ S a g u r i_0	rămășag	rămășaguri	2
239341	rămășițe|rămășiță|Ncfp-n|2	r @ m @ S i ts e	rămășiță	rămășițe	2
239366	rămasuri|rămas|Ncfp-n|1	r @ m a s u r i_0	rămas	rămasuri	1
239391	rămâneri|rămânere|Ncfp-n|1	r @ m 1 n e r i_0	rămânere	rămâneri	1
239411	răngi|rangă|Ncfp-n|0	r @ n gZ	rangă	răngi	0
239418	răni|rană|Ncfp-n|0	r @ n i_0	rană	răni	0
239429	răniri|rănire|Ncfp-n|1	r @ n i r i_0	rănire	răniri	1
239451	rănite|rănită|Ncfp-n|1	r @ n i t e	rănită	rănite	1
239538	răpiri|răpire|Ncfp-n|1	r @ p i r i_0	răpire	răpiri	1
239694	rărunchi|=|Ncmp-n|1	r @ r u n k_j	=	rărunchi	1
239719	răsăriri|răsărire|Ncfp-n|2	r @ s @ r i r i_0	răsărire	răsăriri	2
239763	răsărituri|răsărit|Ncfp-n|2	r @ s @ r i t u r i_0	răsărit	răsărituri	2
239787	răsadnițe|răsadniță|Ncfp-n|1	r @ s a d n i ts e	răsadniță	răsadnițe	1
239796	răsaduri|răsad|Ncfp-n|1	r @ s a d u r i_0	răsad	răsaduri	1
239887	răscruci|răscruce|Ncfp-n|1	r @ s k r u tS	răscruce	răscruci	1
239976	răscumpărări|răscumpărare|Ncfp-n|3	r @ s k u m p @ r @ r i_0	răscumpărare	răscumpărări	3
240032	răsfățuri|răsfăț|Ncfp-n|1	r @ s f @ ts u r i_0	răsfăț	răsfățuri	1
240268	răsplăți|răsplată|Ncfp-n|1	r @ s p l @ ts i_0	răsplată	răsplăți	1
240290	răspunderi|răspundere|Ncfp-n|1	r @ s p u n d e r i_0	răspundere	răspunderi	1
240323	răspunsuri|răspuns|Ncfp-n|1	r @ s p u n s u r i_0	răspuns	răspunsuri	1
240345	răsputeri|răsputere|Ncfp-n|2	r @ s p u t e r i_0	răsputere	răsputeri	2
240369	răspândiri|răspândire|Ncfp-n|2	r @ s p 1 n d i r i_0	răspândire	răspândiri	2
240409	răspântii|răspântie|Ncfp-n|1	r @ s p 1 n t i j	răspântie	răspântii	1
240451	răstigniri|răstignire|Ncfp-n|2	r @ s t i g n i r i_0	răstignire	răstigniri	2
240492	răstimpuri|răstimp|Ncfp-n|1	r @ s t i m p u r i_0	răstimp	răstimpuri	1
240566	răsturnări|răsturnare|Ncfp-n|2	r @ s t u r n @ r i_0	răsturnare	răsturnări	2
240647	răsuflete|răsuflet|Ncfp-n|1	r @ s u f l e t e	răsuflet	răsuflete	1
240658	răsufluri|răsuflu|Ncfp-n|1	r @ s u f l u r i_0	răsuflu	răsufluri	1
240667	răsuflări|răsuflare|Ncfp-n|2	r @ s u f l @ r i_0	răsuflare	răsuflări	2
240684	răsunete|răsunet|Ncfp-n|1	r @ s u n e t e	răsunet	răsunete	1
240757	rătăciri|rătăcire|Ncfp-n|2	r @ t @ tS i r i_0	rătăcire	rătăciri	2
240803	răufăcători|răufăcător|Ncmp-n|3	r @ w f @ k @ t o r i_0	răufăcător	răufăcători	3
240834	răutăți|răutate|Ncfp-n|2	r @ u t @ ts i_0	răutate	răutăți	2
240966	războaie|război|Ncfp-n|1	r @ z b o_X a j e	război	războaie	1
241013	războinici|războinic|Ncmp-n|1	r @ z b o j n i tS	războinic	războinici	1
241039	răzbunări|răzbunare|Ncfp-n|2	r @ z b u n @ r i_0	răzbunare	răzbunări	2
241102	răzeși|răzeș|Ncmp-n|1	r @ z e S i_0	răzeș	răzeși	1
241127	răzgândiri|răzgândire|Ncfp-n|2	r @ z g 1 n d i r i_0	răzgândire	răzgândiri	2
241186	răzmerițe|răzmeriță|Ncfp-n|2	r @ z m e r i ts e	răzmeriță	răzmerițe	2
241193	răzoare|răzor|Ncfp-n|1	r @ z o_X a r e	răzor	răzoare	1
241237	răzușuri|răzuș|Ncfp-n|1	r @ z u S u r i_0	răzuș	răzușuri	1
241319	rațce|rațcă|Ncfp-n|0	r a ts tS e	rațcă	rațce	0
241325	rațe|rață|Ncfp-n|0	r a ts e	rață	rațe	0
241333	rații|rație|Ncfp-n|0	r a ts i j	rație	rații	0
241362	raționalități|raționalitate|Ncfp-n|5	r a ts i o n a l i t @ ts i_0	raționalitate	raționalități	5
241401	raționalizări|raționalizare|Ncfp-n|5	r a ts i o n a l i z @ r i_0	raționalizare	raționalizări	5
241413	raționamente|raționament|Ncfp-n|4	r a ts i o n a m e n t e	raționament	raționamente	4
241441	rațiuni|rațiune|Ncfp-n|2	r a ts i u n i_0	rațiune	rațiuni	2
241452	rabaturi|rabat|Ncfp-n|1	r a b a t u r i_0	rabat	rabaturi	1
241455	rabatări|rabatare|Ncfp-n|2	r a b a t @ r i_0	rabatare	rabatări	2
241465	rabdomanții|rabdomanție|Ncfp-n|3	r a b d o m a n ts i j	rabdomanție	rabdomanții	3
241491	rabini|rabin|Ncmp-n|0	r a b i n i_0	rabin	rabini	0
241510	rabițe|rabiț|Ncfp-n|0	r a b i ts e	rabiț	rabițe	0
241516	rable|rablă|Ncfp-n|0	r a b l e	rablă	rable	0
241526	rachete|rachetă|Ncfp-n|1	r a k_j e t e	rachetă	rachete	1
241534	rachetodromuri|rachetodrom|Ncfp-n|3	r a k_j e t o d r o m u r i_0	rachetodrom	rachetodromuri	3
241541	rachiuri|rachiu|Ncfp-n|1	r a k_j i u r i_0	rachiu	rachiuri	1
241544	raci|rac|Ncmp-n|0	r a tS	rac	raci	0
241550	rackuri|rack|Ncfp-n|0	r a k k u r i_0	rack	rackuri	0
241554	racle|raclă|Ncfp-n|0	r a k l e	raclă	racle	0
241594	racolări|racolare|Ncfp-n|2	r a k o l @ r i_0	racolare	racolări	2
241634	racorduri|racord|Ncfp-n|1	r a k o r d u r i_0	racord	racorduri	1
241641	racordări|racordare|Ncfp-n|2	r a k o r d @ r i_0	racordare	racordări	2
241650	racuri|rac|Ncfp-n|0	r a k u r i_0	rac	racuri	0
241659	radare|radar|Ncfp-n|1	r a d a r e	radar	radare	1
241666	rade|radă|Ncfp-n|0	r a d e	radă	rade	0
241698	radiatoare|radiator|Ncfp-n|3	r a d i a t o_X a r e	radiator	radiatoare	3
241718	radiații|radiație|Ncfp-n|1	r a d j a ts i j	radiație	radiații	1
241734	radicali|radical|Ncmp-n|2	r a d i k a l i_0	radical	radicali	2
241778	radicalizări|radicalizare|Ncfp-n|4	r a d i k a l i z @ r i_0	radicalizare	radicalizări	4
241793	radieri|radiere|Ncfp-n|2	r a d i e r i_0	radiere	radieri	2
241806	radioșcoli|radioșcoală|Ncfp-n|3	r a d i o S k o l i_0	radioșcoală	radioșcoli	3
241828	radioactualități|radioactualitate|Ncfp-n|7	r a d i o a k t u a l i t @ ts i_0	radioactualitate	radioactualități	7
241847	radioascultători|radioascultător|Ncmp-n|6	r a d i o a s k u l t @ t o r i_0	radioascultător	radioascultători	6
241859	radioastronomi|radioastronom|Ncmp-n|5	r a d i o a s t r o n o m i_0	radioastronom	radioastronomi	5
241866	radiobalizaje|radiobalizaj|Ncfp-n|4	r a d j o b a l i z a Z e	radiobalizaj	radiobalizaje	4
241874	radiobiologii|radiobiologie|Ncfp-n|6	r a d i o b i o l o gZ i j	radiobiologie	radiobiologii	6
241881	radiocasetofoane|radiocasetofon|Ncfp-n|5	r a d j o k a s e t o f o_X a n e	radiocasetofon	radiocasetofoane	5
241890	radiocluburi|radioclub|Ncfp-n|3	r a d i o k l u b u r i_0	radioclub	radiocluburi	3
241895	radiocomenzi|radiocomandă|Ncfp-n|4	r a d i o k o m e n z i_0	radiocomandă	radiocomenzi	4
241903	radiodetecții|radiodetecție|Ncfp-n|4	r a d i o d e t e k ts i j	radiodetecție	radiodetecții	4
241909	radiodifuziuni|radiodifuziune|Ncfp-n|6	r a d i o d i f u z i u n i_0	radiodifuziune	radiodifuziuni	6
241927	radiofonii|radiofonie|Ncfp-n|4	r a d i o f o n i j	radiofonie	radiofonii	4
241931	radiofosfor|=|Ncfp-n|3	r a d i o f o s f o r	=	radiofosfor	3
241937	radioghidaje|radioghidaj|Ncfp-n|4	r a d i o g_j i d a Z e	radioghidaj	radioghidaje	4
241989	radiogoniometrări|radiogoniometrare|Ncfp-n|7	r a d i o g o n i o m e t r @ r i_0	radiogoniometrare	radiogoniometrări	7
242028	radiografii|radiografie|Ncfp-n|4	r a d i o g r a f i j	radiografie	radiografii	4
242033	radiointerferometre|radiointerferometru|Ncfp-n|6	r a d i o j n t e r f e r o m e t r e	radiointerferometru	radiointerferometre	6
242040	radioizotopi|radioizotop|Ncmp-n|5	r a d i o i z o t o p i_0	radioizotop	radioizotopi	5
242047	radiojurnale|radiojurnal|Ncfp-n|4	r a d i o Z u r n a l e	radiojurnal	radiojurnale	4
242053	radiologi|radiolog|Ncmp-n|3	r a d i o l o gZ	radiolog	radiologi	3
242071	radiologii|radiologie|Ncfp-n|4	r a d i o l o gZ i j	radiologie	radiologii	4
242079	radionevrite|radionevrită|Ncfp-n|4	r a d i o n e v r i t e	radionevrită	radionevrite	4
242085	radionuclee|radionucleu|Ncfp-n|4	r a d i o n u k l e e	radionucleu	radionuclee	4
242099	radioproiectoare|radioproiector|Ncfp-n|5	r a d i o p r o j e k t o_X a r e	radioproiector	radioproiectoare	5
242122	radiorecepții|radiorecepție|Ncfp-n|4	r a d i o r e tS e p ts i j	radiorecepție	radiorecepții	4
242126	radiorelee|radioreleu|Ncfp-n|4	r a d i o r e l e e	radioreleu	radiorelee	4
242133	radioreperaje|radioreperaj|Ncfp-n|5	r a d i o r e p e r a Z e	radioreperaj	radioreperaje	5
242139	radioreportaje|radioreportaj|Ncfp-n|5	r a d i o r e p o r t a Z e	radioreportaj	radioreportaje	5
242145	radioreporteri|radioreporter|Ncmp-n|4	r a d i o r e p o r t e r i_0	radioreporter	radioreporteri	4
242165	radiosextante|radiosextant|Ncfp-n|3	r a d j o s e k s t a n t e	radiosextant	radiosextante	3
242171	radiosonde|radiosondă|Ncfp-n|3	r a d i o s o n d e	radiosondă	radiosonde	3
242181	radiosurse|radiosursă|Ncfp-n|3	r a d i o s u r s e	radiosursă	radiosurse	3
242246	radiotelemecanici|radiotelemecanică|Ncfp-n|6	r a d i o t e l e m e k a n i tS	radiotelemecanică	radiotelemecanici	6
242264	radioteleviziuni|radioteleviziune|Ncfp-n|7	r a d i o t e l e v i z i u n i_0	radioteleviziune	radioteleviziuni	7
242275	radioterapii|radioterapie|Ncfp-n|5	r a d i o t e r a p i j	radioterapie	radioterapii	5
242291	radiotransmisioniști|radiotransmisionist|Ncmp-n|7	r a d i o t r a n s m i s i o n i S t i_0	radiotransmisionist	radiotransmisioniști	7
242296	radiouri|radio|Ncfp-n|2	r a d i o w r i_0	radio	radiouri	2
242302	radiusuri|radius|Ncfp-n|0	r a d i u s u r i_0	radius	radiusuri	0
242305	radon|=|Ncfp-n|1	r a d o n	=	radon	1
242313	rafale|rafală|Ncfp-n|1	r a f a l e	rafală	rafale	1
242321	rafinări|rafinare|Ncfp-n|2	r a f i n @ r i_0	rafinare	rafinări	2
242327	rafinării|rafinărie|Ncfp-n|3	r a f i n @ r i j	rafinărie	rafinării	3
242339	rafinamente|rafinament|Ncfp-n|3	r a f i n a m e n t e	rafinament	rafinamente	3
242391	rafturi|raft|Ncfp-n|0	r a f t u r i_0	raft	rafturi	0
242397	rageli|rageal|Ncmp-n|1	r a gZ e l i_0	rageal	rageli	1
242409	rahaturi|rahat|Ncfp-n|1	r a h a t u r i_0	rahat	rahaturi	1
242412	rahați|rahat|Ncmp-n|1	r a h a ts i_0	rahat	rahați	1
242421	raiduri|raid|Ncfp-n|0	r a j d u r i_0	raid	raiduri	0
242424	raioane|raion|Ncfp-n|1	r a j o_X a n e	raion	raioane	1
242431	raite|raită|Ncfp-n|0	r a j t e	raită	raite	0
242467	ralieri|raliere|Ncfp-n|2	r a l i e r i_0	raliere	ralieri	2
242481	raliuri|raliu|Ncfp-n|1	r a l i u r i_0	raliu	raliuri	1
242514	rambursări|rambursare|Ncfp-n|2	r a m b u r s @ r i_0	rambursare	rambursări	2
242578	rame|ramă|Ncfp-n|0	r a m e	ramă	rame	0
242591	ramificații|ramificație|Ncfp-n|3	r a m i f i k a ts i j	ramificație	ramificații	3
242597	rampe|rampă|Ncfp-n|0	r a m p e	rampă	rampe	0
242607	ramuri|ram|Ncfp-n|0	r a m u r i_0	ram	ramuri	0
242608	ramuri|ramură|Ncfp-n|0	r a m u r i_0	ramură	ramuri	0
242619	randamente|randament|Ncfp-n|2	r a n d a m e n t e	randament	randamente	2
242629	ranguri|rang|Ncfp-n|0	r a n g u r i_0	rang	ranguri	0
242634	ranițe|raniță|Ncfp-n|0	r a n i ts e	raniță	ranițe	0
242643	rapakiwiuri|rapakiwi|Ncfp-n|3	r a p a k i v i u r i_0	rapakiwi	rapakiwiuri	3
242647	rapanghele|rapanghel|Ncfp-n|2	r a p a n g_j e l e	rapanghel	rapanghele	2
242653	rapele|rapel|Ncfp-n|1	r a p e l e	rapel	rapele	1
242659	rapeluri|rapel|Ncfp-n|1	r a p e l u r i_0	rapel	rapeluri	1
242671	rapidi|rapid|Ncmp-n|1	r a p i d i_0	rapid	rapidi	1
242685	rapidități|rapiditate|Ncfp-n|3	r a p i d i t @ ts i_0	rapiditate	rapidități	3
242703	rapițe|rapiță|Ncfp-n|0	r a p i ts e	rapiță	rapițe	0
242709	rapoarte|raport|Ncfp-n|1	r a p o_X a r t e	raport	rapoarte	1
242715	raportări|raportare|Ncfp-n|2	r a p o r t @ r i_0	raportare	raportări	2
242766	raportoare|raportor|Ncfp-n|2	r a p o r t o_X a r e	raportor	raportoare	2
242770	raportori|raportor|Ncmp-n|2	r a p o r t o r i_0	raportor	raportori	2
242775	raporturi|raport|Ncfp-n|1	r a p o r t u r i_0	raport	raporturi	1
242783	rapsodii|rapsodie|Ncfp-n|2	r a p s o d i j	rapsodie	rapsodii	2
242789	rapsozi|rapsod|Ncmp-n|1	r a p s o z i_0	rapsod	rapsozi	1
242796	rapturi|rapt|Ncfp-n|0	r a p t u r i_0	rapt	rapturi	0
242807	rare|rară|Ncfp-n|0	r a r e	rară	rare	0
242848	rarități|raritate|Ncfp-n|2	r a r i t @ ts i_0	raritate	rarități	2
242880	rascolnice|rascolnică|Ncfp-n|1	r a s k o l n i tS e	rascolnică	rascolnice	1
242891	rase|rasă|Ncfp-n|0	r a s e	rasă	rase	0
242928	rasiste|rasistă|Ncfp-n|1	r a s i s t e	rasistă	rasiste	1
242943	rasiști|rasist|Ncmp-n|1	r a s i S t i_0	rasist	rasiști	1
242948	rasoale|rasol|Ncfp-n|1	r a s o_X a l e	rasol	rasoale	1
242955	rasoluri|rasol|Ncfp-n|1	r a s o l u r i_0	rasol	rasoluri	1
242958	rast|=|Ncfp-n|0	r a s t	=	rast	0
242962	rastele|rastel|Ncfp-n|1	r a s t e l e	rastel	rastele	1
242967	rasteluri|rastel|Ncfp-n|1	r a s t e l u r i_0	rastel	rasteluri	1
242978	rasuri|ras|Ncfp-n|0	r a s u r i_0	ras	rasuri	0
242985	ratări|ratare|Ncfp-n|1	r a t @ r i_0	ratare	ratări	1
243016	ratate|ratată|Ncfp-n|1	r a t a t e	ratată	ratate	1
243040	ratați|ratat|Ncmp-n|1	r a t a ts i_0	ratat	ratați	1
243045	rate|rată|Ncfp-n|0	r a t e	rată	rate	0
243055	rateuri|rateu|Ncfp-n|1	r a t e u r i_0	rateu	rateuri	1
243111	ratificări|ratificare|Ncfp-n|3	r a t i f i k @ r i_0	ratificare	ratificări	3
243118	ravagii|ravagiu|Ncfp-n|1	r a v a gZ i j	ravagiu	ravagii	1
243125	raze|rază|Ncfp-n|0	r a z e	rază	raze	0
243134	razii|razie|Ncfp-n|0	r a z i j	razie	razii	0
243146	razne|raznă|Ncfp-n|0	r a z n e	raznă	razne	0
243151	raznocinți|=|Ncmp-n|2	r a z n o tS i n ts i_0	=	raznocinți	2
243159	reședințe|reședință|Ncfp-n|2	r e S e d i n ts e	reședință	reședințe	2
243173	reșițence|reșițeancă|Ncfp-n|2	r e S i ts e n tS e	reșițeancă	reșițence	2
243184	reșițeni|reșițean|Ncmp-n|2	r e S i ts e n i_0	reșițean	reșițeni	2
243190	reșouri|reșou|Ncfp-n|1	r e S o u r i_0	reșou	reșouri	1
243195	rețele|rețea|Ncfp-n|1	r e ts e l e	rețea	rețele	1
243201	rețete|rețetă|Ncfp-n|1	r e ts e t e	rețetă	rețete	1
243223	rețineri|reținere|Ncfp-n|1	r e ts i n e r i_0	reținere	rețineri	1
243308	reașezări|reașezare|Ncfp-n|3	r e a S e z @ r i_0	reașezare	reașezări	3
243362	reabilitări|reabilitare|Ncfp-n|4	r e a b i l i t @ r i_0	reabilitare	reabilitări	4
243370	reacții|reacție|Ncfp-n|0	r e_X a k ts i j	reacție	reacții	0
243422	reactivări|reactivare|Ncfp-n|3	r e a k t i v @ r i_0	reactivare	reactivări	3
243497	reactivități|reactivitate|Ncfp-n|4	r e a k t i v i t @ ts i_0	reactivitate	reactivități	4
243505	reactoare|reactor|Ncfp-n|2	r e a k t o_X a r e	reactor	reactoare	2
243508	reactopropulsoare|reactopropulsor|Ncfp-n|5	r e a k t o p r o p u l s o_X a r e	reactopropulsor	reactopropulsoare	5
243643	readuceri|readucere|Ncfp-n|2	r e a d u tS e r i_0	readucere	readuceri	2
243758	reajustări|reajustare|Ncfp-n|3	r e a Z u s t @ r i_0	reajustare	reajustări	3
243785	realegeri|realegere|Ncfp-n|2	r e a l e gZ e r i_0	realegere	realegeri	2
243826	realiști|realist|Ncmp-n|2	r e a l i S t i_0	realist	realiști	2
243835	realimentări|realimentare|Ncfp-n|4	r e a l i m e n t @ r i_0	realimentare	realimentări	4
243872	realisme|realism|Ncfp-n|2	r e a l i s m e	realism	realisme	2
243884	realiste|realistă|Ncfp-n|2	r e a l i s t e	realistă	realiste	2
243917	realități|realitate|Ncfp-n|3	r e a l i t @ ts i_0	realitate	realități	3
243924	realizări|realizare|Ncfp-n|3	r e a l i z @ r i_0	realizare	realizări	3
243987	realizatori|realizator|Ncmp-n|4	r e a l i z a t o r i_0	realizator	realizatori	4
244048	reamenajări|reamenajare|Ncfp-n|4	r e a m e n a Z @ r i_0	reamenajare	reamenajări	4
244071	reamintiri|reamintire|Ncfp-n|3	r e a m i n t i r i_0	reamintire	reamintiri	3
244108	reanalizări|reanalizare|Ncfp-n|4	r e a n a l i z @ r i_0	reanalizare	reanalizări	4
244156	reangajări|reangajare|Ncfp-n|3	r e a n g a Z @ r i_0	reangajare	reangajări	3
244164	reanimări|reanimare|Ncfp-n|3	r e a n i m @ r i_0	reanimare	reanimări	3
244202	reapariții|reapariție|Ncfp-n|3	r e a p a r i ts i j	reapariție	reapariții	3
244277	rearanjări|rearanjare|Ncfp-n|3	r e a r a n Z @ r i_0	rearanjare	rearanjări	3
244284	reasigurări|reasigurare|Ncfp-n|4	r e a s i g u r @ r i_0	reasigurare	reasigurări	4
244297	reazeme|reazem|Ncfp-n|0	r e_X a z e m e	reazem	reazeme	0
244320	rebeliuni|rebeliune|Ncfp-n|3	r e b e l i u n i_0	rebeliune	rebeliuni	3
244331	reborduri|rebord|Ncfp-n|1	r e b o r d u r i_0	rebord	reborduri	1
244337	rebusuri|rebus|Ncfp-n|0	r e b u s u r i_0	rebus	rebusuri	0
244342	recăderi|recădere|Ncfp-n|2	r e k @ d e r i_0	recădere	recăderi	2
244453	recalculări|recalculare|Ncfp-n|3	r e k a l k u l @ r i_0	recalculare	recalculări	3
244525	recalificări|recalificare|Ncfp-n|4	r e k a l i f i k @ r i_0	recalificare	recalificări	4
244534	recapitalizări|recapitalizare|Ncfp-n|5	r e k a p i t a l i z @ r i_0	recapitalizare	recapitalizări	5
244574	recapitulări|recapitulare|Ncfp-n|4	r e k a p i t u l @ r i_0	recapitulare	recapitulări	4
244589	recensăminte|recensământ|Ncfp-n|3	r e tS e n s @ m i n t e	recensământ	recensăminte	3
244593	recensământe|recensământ|Ncfp-n|3	r e tS e n s @ m 1 n t e	recensământ	recensământe	3
244597	recensământuri|recensământ|Ncfp-n|3	r e tS e n s @ m 1 n t u r i_0	recensământ	recensământuri	3
244614	recenzii|recenzie|Ncfp-n|1	r e tS e n z i j	recenzie	recenzii	1
244619	recenzori|recenzor|Ncfp-n|2	r e tS e n z o r i_0	recenzor	recenzori	2
244620	recenzori|recenzor|Ncmp-n|2	r e tS e n z o r i_0	recenzor	recenzori	2
244631	recepții|recepție|Ncfp-n|1	r e tS e p ts i j	recepție	recepții	1
244679	recepționere|recepționeră|Ncfp-n|4	r e tS e p ts i o n e r e	recepționeră	recepționere	4
244692	recepționări|recepționare|Ncfp-n|4	r e tS e p ts i o n @ r i_0	recepționare	recepționări	4
244701	receptări|receptare|Ncfp-n|2	r e tS e p t @ r i_0	receptare	receptări	2
244762	receptivități|receptivitate|Ncfp-n|4	r e tS e p t i v i t @ ts i_0	receptivitate	receptivități	4
244784	recesiuni|recesiune|Ncfp-n|3	r e tS e s i u n i_0	recesiune	recesiuni	3
244826	rechemări|rechemare|Ncfp-n|2	r e k_j e m @ r i_0	rechemare	rechemări	2
244832	rechini|rechin|Ncmp-n|1	r e k_j i n i_0	rechin	rechini	1
244838	rechizite|=|Ncfp-n|2	r e k_j i z i t e	=	rechizite	2
244841	rechizitorii|rechizitoriu|Ncfp-n|3	r e k_j i z i t o r i j	rechizitoriu	rechizitorii	3
244852	reciclări|reciclare|Ncfp-n|2	r e tS i k l @ r i_0	reciclare	reciclări	2
244918	recidivări|recidivare|Ncfp-n|3	r e tS i d i v @ r i_0	recidivare	recidivări	3
244961	recidive|recidivă|Ncfp-n|2	r e tS i d i v e	recidivă	recidive	2
244986	recidiviști|recidivist|Ncmp-n|3	r e tS i d i v i S t i_0	recidivist	recidiviști	3
244999	recipiente|recipient|Ncfp-n|3	r e tS i p i e n t e	recipient	recipiente	3
245011	reciproce|reciprocă|Ncfp-n|2	r e tS i p r o tS e	reciprocă	reciproce	2
245025	reciprocități|reciprocitate|Ncfp-n|4	r e tS i p r o tS i t @ ts i_0	reciprocitate	reciprocități	4
245038	recitări|recitare|Ncfp-n|2	r e tS i t @ r i_0	recitare	recitări	2
245052	recitaluri|recital|Ncfp-n|2	r e tS i t a l u r i_0	recital	recitaluri	2
245166	reclamații|reclamație|Ncfp-n|2	r e k l a m a ts i j	reclamație	reclamații	2
245177	reclamante|reclamantă|Ncfp-n|2	r e k l a m a n t e	reclamantă	reclamante	2
245186	reclamanți|reclamant|Ncmp-n|2	r e k l a m a n ts i_0	reclamant	reclamanți	2
245205	reclamate|reclamată|Ncfp-n|2	r e k l a m a t e	reclamată	reclamate	2
245219	reclame|reclamă|Ncfp-n|1	r e k l a m e	reclamă	reclame	1
245260	recolte|recoltă|Ncfp-n|1	r e k o l t e	recoltă	recolte	1
245275	recoltări|recoltare|Ncfp-n|2	r e k o l t @ r i_0	recoltare	recoltări	2
245284	recomandări|recomandare|Ncfp-n|3	r e k o m a n d @ r i_0	recomandare	recomandări	3
245301	recomandații|recomandație|Ncfp-n|3	r e k o m a n d a ts i j	recomandație	recomandații	3
245342	recomandate|recomandată|Ncfp-n|3	r e k o m a n d a t e	recomandată	recomandate	3
245428	recompense|recompensă|Ncfp-n|2	r e k o m p e n s e	recompensă	recompense	2
245443	recompensări|recompensare|Ncfp-n|3	r e k o m p e n s @ r i_0	recompensare	recompensări	3
245485	reconcilieri|reconciliere|Ncfp-n|4	r e k o n tS i l i e r i_0	reconciliere	reconcilieri	4
245538	recondiționări|recondiționare|Ncfp-n|4	r e k o n d i ts j o n @ r i_0	recondiționare	recondiționări	4
245545	reconfigurări|reconfigurare|Ncfp-n|4	r e k o n f i g u r @ r i_0	reconfigurare	reconfigurări	4
245670	reconstituiri|reconstituire|Ncfp-n|4	r e k o n s t i t u i r i_0	reconstituire	reconstituiri	4
245721	reconstrucții|reconstrucție|Ncfp-n|2	r e k o n s t r u k ts i j	reconstrucție	reconstrucții	2
245744	reconstruiri|reconstruire|Ncfp-n|3	r e k o n s t r u i r i_0	reconstruire	reconstruiri	3
245795	reconversii|reconversie|Ncfp-n|2	r e k o n v e r s i j	reconversie	reconversii	2
245801	recordmani|recordman|Ncmp-n|2	r e k o r d m a n i_0	recordman	recordmani	2
245807	recordmeni|recordman|Ncmp-n|1	r e k o r d m e n i_0	recordman	recordmeni	1
245813	recorduri|record|Ncfp-n|1	r e k o r d u r i_0	record	recorduri	1
245818	recreări|recreare|Ncfp-n|2	r e k r e @ r i_0	recreare	recreări	2
